#Variables:
#tasmax (K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Point Location: 42.28125 Latitude, -116.78125 Longitude (closest value to Latitude:42.28125, Longitude:-116.78125) "
#Original Data File(s):
#macav2livneh_tasmax_CCSM4_r6i1p1_historical_1990_2005_CONUS_daily.nc 
#===============================================
""
yyyy-mm-dd,tasmax (K)
2000-04-09,298.692
2000-04-10,292.376
2000-04-11,294.659
2000-04-12,294.601
2000-04-13,293.796
2000-04-14,290.22
2000-04-15,292.777
2000-04-16,292.11
2000-04-17,294.62
2000-04-18,294.494
2000-04-19,292.121
2000-04-20,291.902
2000-04-21,296.971
2000-04-22,295.342
2000-04-23,296.61
2000-04-24,298.257
2000-04-25,301.431
2000-04-26,300.44
2000-04-27,300.565
2000-04-28,302.898
2000-04-29,305.779
2000-04-30,304.178
2000-05-01,304.832
2000-05-02,303.871
2000-05-03,297.173
2000-05-04,301.158
2000-05-05,298.83
2000-05-06,299.226
2000-05-07,299.692
2000-05-08,299.453
2000-05-09,298.916
2000-05-10,299.969
2000-05-11,297.786
2000-05-12,299.172
2000-05-13,298.696
2000-05-14,298.523
2000-05-15,299.791
2000-05-16,297.039
2000-05-17,297.948
2000-05-18,295.395
2000-05-19,299.38
2000-05-20,300.728
2000-05-21,301.935
2000-05-22,301.135
2000-05-23,302.745
2000-05-24,302.255
2000-05-25,303.035
2000-05-26,304.184
2000-05-27,302.594
2000-05-28,299.648
2000-05-29,303.099
2000-05-30,303.334
2000-05-31,304.337
2000-06-01,304.181
2000-06-02,304.495
2000-06-03,305.275
2000-06-04,305.019
2000-06-05,304.645
2000-06-06,304.407
2000-06-07,303.714
2000-06-08,305.895
2000-06-09,307.358
2000-06-10,305.569
2000-06-11,305.162
2000-06-12,303.408
2000-06-13,304.574
2000-06-14,305.489
2000-06-15,308.106
2000-06-16,307.761
2000-06-17,309.221
2000-06-18,309.738
2000-06-19,311.564
2000-06-20,311.468
2000-06-21,311.842
2000-06-22,309.289
2000-06-23,309.913
2000-06-24,310.282
2000-06-25,310.462
2000-06-26,309.458
2000-06-27,304.959
2000-06-28,304.23
2000-06-29,306.129
2000-06-30,302.755
2000-07-01,301.276
2000-07-02,304.967
2000-07-03,306.306
2000-07-04,308.224
2000-07-05,309.34
2000-07-06,308.435
2000-07-07,304.527
2000-07-08,301.441
2000-07-09,304.961
2000-07-10,305.521
2000-07-11,304.594
2000-07-12,303.401
2000-07-13,305.116
2000-07-14,304.759
2000-07-15,302.633
2000-07-16,302.811
2000-07-17,302.211
2000-07-18,302.157
2000-07-19,303.547
2000-07-20,306.268
2000-07-21,304.912
2000-07-22,305.587
2000-07-23,305.681
2000-07-24,306.865
2000-07-25,306.742
2000-07-26,307.408
2000-07-27,306.895
2000-07-28,305.878
2000-07-29,307.296
2000-07-30,305.787
2000-07-31,307.149
2000-08-01,307.033
2000-08-02,304.714
2000-08-03,302.605
2000-08-04,301.483
2000-08-05,302.934
2000-08-06,304.787
2000-08-07,307.365
2000-08-08,311.146
2000-08-09,309.192
2000-08-10,305.912
2000-08-11,305.17
2000-08-12,305.232
2000-08-13,305.195
2000-08-14,305.198
2000-08-15,303.91
2000-08-16,302.731
2000-08-17,301.302
2000-08-18,303.011
2000-08-19,304.013
2000-08-20,304.49
2000-08-21,305.435
2000-08-22,304.434
2000-08-23,304.934
2000-08-24,305.842
2000-08-25,304.238
2000-08-26,305.459
2000-08-27,298.326
2000-08-28,295.012
2000-08-29,301.034
2000-08-30,302.414
2000-08-31,303.176
2000-09-01,301.741
2000-09-02,297.8
2000-09-03,300.163
2000-09-04,303.304
2000-09-05,304.909
2000-09-06,301.997
2000-09-07,294.125
2000-09-08,296.771
2000-09-09,300.416
2000-09-10,302.961
2000-09-11,301.482
2000-09-12,302.659
2000-09-13,303.693
2000-09-14,303.892
2000-09-15,300.013
2000-09-16,300.892
2000-09-17,303.122
2000-09-18,302.195
2000-09-19,297.872
2000-09-20,297.439
2000-09-21,296.689
2000-09-22,299.149
2000-09-23,299.758
2000-09-24,300.9
2000-09-25,299.052
2000-09-26,298.882
2000-09-27,297.878
2000-09-28,298.037
2000-09-29,300.613
2000-09-30,300.172
2000-10-01,299.069
2000-10-02,297.617
2000-10-03,297.089
2000-10-04,299.012
2000-10-05,300.32
2000-10-06,302.53
2000-10-07,302.757
2000-10-08,298.425
2000-10-09,298.649
2000-10-10,299.625
2000-10-11,300.962
2000-10-12,301.895
2000-10-13,299.499
2000-10-14,293.216
2000-10-15,294.943
2000-10-16,295.757
2000-10-17,294.644
2000-10-18,297.415
2000-10-19,297.666
2000-10-20,300.073
2000-10-21,298.672
2000-10-22,299.067
2000-10-23,297.302
2000-10-24,301.18
2000-10-25,300.992
2000-10-26,298.169
2000-10-27,300.92
2000-10-28,302.233
2000-10-29,301.106
2000-10-30,298.876
2000-10-31,296.655
2000-11-01,297.868
2000-11-02,295.796
2000-11-03,292.183
2000-11-04,288.574
2000-11-05,291.219
2000-11-06,291.802
2000-11-07,291.723
2000-11-08,291.386
2000-11-09,290.602
2000-11-10,292.679
2000-11-11,288.302
2000-11-12,290.085
2000-11-13,289.293
2000-11-14,286.707
2000-11-15,286.115
2000-11-16,288.652
2000-11-17,285.812
2000-11-18,288.963
2000-11-19,289.602
2000-11-20,289.309
2000-11-21,287.056
2000-11-22,291.554
2000-11-23,287.84
2000-11-24,286.83
2000-11-25,291.243
2000-11-26,288.323
2000-11-27,284.775
2000-11-28,287.319
2000-11-29,287.496
2000-11-30,288.077
2000-12-01,288.06
2000-12-02,288.001
2000-12-03,286.905
2000-12-04,287.306
2000-12-05,287.526
2000-12-06,283.838
2000-12-07,287.032
2000-12-08,286.403
2000-12-09,287.834
2000-12-10,282.446
2000-12-11,284.605
2000-12-12,282.2
2000-12-13,283.306
2000-12-14,282.753
2000-12-15,285.261
2000-12-16,285.555
2000-12-17,281.856
2000-12-18,285.579
2000-12-19,285.49
2000-12-20,284.153
2000-12-21,286.837
2000-12-22,288.301
2000-12-23,285.207
2000-12-24,285.318
2000-12-25,283.74
2000-12-26,289.649
2000-12-27,285.972
2000-12-28,287.929
2000-12-29,285.991
2000-12-30,281.571
2000-12-31,283.456
2001-01-01,284.054
2001-01-02,285.174
2001-01-03,288.141
2001-01-04,287.68
2001-01-05,290.166
2001-01-06,289.526
2001-01-07,288.457
2001-01-08,286.167
2001-01-09,289.674
2001-01-10,289.5
2001-01-11,290.075
2001-01-12,286.268
2001-01-13,282.771
2001-01-14,287.499
2001-01-15,284.577
2001-01-16,293.559
2001-01-17,291.102
2001-01-18,290.198
2001-01-19,291.009
2001-01-20,292.67
2001-01-21,291.219
2001-01-22,287.822
2001-01-23,292.644
2001-01-24,292.688
2001-01-25,293.171
2001-01-26,296.453
2001-01-27,295.547
2001-01-28,295.981
2001-01-29,296.183
2001-01-30,294.295
2001-01-31,293.428
2001-02-01,296.824
2001-02-02,296.69
2001-02-03,292.61
2001-02-04,295.268
2001-02-05,292.169
2001-02-06,292.431
2001-02-07,289.433
2001-02-08,284.894
2001-02-09,283.333
2001-02-10,286.965
2001-02-11,290.027
2001-02-12,293.208
2001-02-13,289.728
2001-02-14,288.389
2001-02-15,286.45
2001-02-16,285.791
2001-02-17,285.866
2001-02-18,291.366
2001-02-19,291.634
2001-02-20,289.912
2001-02-21,286.117
2001-02-22,279.249
2001-02-23,283.87
2001-02-24,289.538
2001-02-25,287.253
2001-02-26,291.839
2001-02-27,292.015
2001-02-28,291.05
2001-03-01,290.347
2001-03-02,285.584
2001-03-03,287.704
2001-03-04,289.598
2001-03-05,292.675
2001-03-06,293.75
2001-03-07,295.746
2001-03-08,292.845
2001-03-09,290.57
2001-03-10,293.255
2001-03-11,294.003
2001-03-12,294.109
2001-03-13,291.65
2001-03-14,296.106
2001-03-15,295.601
2001-03-16,292.944
2001-03-17,289.493
2001-03-18,287.915
2001-03-19,283.897
2001-03-20,284.201
2001-03-21,288.583
2001-03-22,282.502
2001-03-23,282.651
2001-03-24,280.508
2001-03-25,290.403
2001-03-26,290.519
2001-03-27,294.478
2001-03-28,292.754
2001-03-29,292.499
2001-03-30,292.98
2001-03-31,292.738
2001-04-01,293.303
2001-04-02,293.404
2001-04-03,293.842
2001-04-04,296.024
2001-04-05,298.288
2001-04-06,297.309
2001-04-07,293.584
2001-04-08,288.807
2001-04-09,292.42
2001-04-10,293.065
2001-04-11,295.114
2001-04-12,294.897
2001-04-13,293.484
2001-04-14,290.785
2001-04-15,290.112
2001-04-16,292.065
2001-04-17,295.637
2001-04-18,294.981
2001-04-19,294.806
2001-04-20,296.532
2001-04-21,297.762
2001-04-22,299.139
2001-04-23,299.514
2001-04-24,298.249
2001-04-25,297.036
2001-04-26,297.058
2001-04-27,296.464
2001-04-28,295.614
2001-04-29,295.221
2001-04-30,296.03
2001-05-01,299.649
2001-05-02,299.864
2001-05-03,299.297
2001-05-04,298.356
2001-05-05,297.332
2001-05-06,300.537
2001-05-07,300.882
2001-05-08,300.742
2001-05-09,299.608
2001-05-10,300.034
2001-05-11,301.87
2001-05-12,301.048
2001-05-13,302.136
2001-05-14,303.732
2001-05-15,304.931
2001-05-16,304.402
2001-05-17,303.198
2001-05-18,302.197
2001-05-19,303.566
2001-05-20,303.208
2001-05-21,300.951
2001-05-22,302.283
2001-05-23,301.37
2001-05-24,303.283
2001-05-25,306.604
2001-05-26,307.546
2001-05-27,308.422
2001-05-28,307.894
2001-05-29,304.511
2001-05-30,302.037
2001-05-31,304.225
2001-06-01,305.834
2001-06-02,306.291
2001-06-03,305.553
2001-06-04,305.251
2001-06-05,304.195
2001-06-06,304.14
2001-06-07,305.336
2001-06-08,306.051
2001-06-09,307.764
2001-06-10,306.597
2001-06-11,306.704
2001-06-12,308.209
2001-06-13,307.184
2001-06-14,306.822
2001-06-15,308.385
2001-06-16,308.349
2001-06-17,309.335
2001-06-18,309.41
2001-06-19,307.69
2001-06-20,304.471
2001-06-21,306.597
2001-06-22,309.754
2001-06-23,309.743
2001-06-24,309.275
2001-06-25,313.159
2001-06-26,313.337
2001-06-27,313.432
2001-06-28,310.948
2001-06-29,311.234
2001-06-30,307.209
2001-07-01,308.307
2001-07-02,309.544
2001-07-03,309.846
2001-07-04,308.821
2001-07-05,307.975
2001-07-06,309.666
2001-07-07,309.854
2001-07-08,308.866
2001-07-09,308.983
2001-07-10,308.584
2001-07-11,307.336
2001-07-12,307.668
2001-07-13,304.787
2001-07-14,305.354
2001-07-15,305.824
2001-07-16,306.637
2001-07-17,307.481
2001-07-18,307.675
2001-07-19,309.431
2001-07-20,309.972
2001-07-21,309.924
2001-07-22,308.963
2001-07-23,311.699
2001-07-24,309.84
2001-07-25,308.298
2001-07-26,311.567
2001-07-27,312.128
2001-07-28,309.415
2001-07-29,308.728
2001-07-30,309.662
2001-07-31,308.805
2001-08-01,307.514
2001-08-02,307.727
2001-08-03,306.674
2001-08-04,307.163
2001-08-05,306.344
2001-08-06,306.052
2001-08-07,306.831
2001-08-08,305.952
2001-08-09,307.575
2001-08-10,307.265
2001-08-11,305.798
2001-08-12,304.604
2001-08-13,306.695
2001-08-14,309.132
2001-08-15,309.192
2001-08-16,309.207
2001-08-17,309.583
2001-08-18,308.05
2001-08-19,307.823
2001-08-20,305.192
2001-08-21,305.01
2001-08-22,306.059
2001-08-23,306.417
2001-08-24,308.366
2001-08-25,308.417
2001-08-26,306.294
2001-08-27,303.71
2001-08-28,304.912
2001-08-29,308.581
2001-08-30,308.344
2001-08-31,307.49
2001-09-01,307.979
2001-09-02,305.456
2001-09-03,305.914
2001-09-04,306.907
2001-09-05,304.395
2001-09-06,308.493
2001-09-07,309.673
2001-09-08,308.314
2001-09-09,307.603
2001-09-10,308.054
2001-09-11,307.932
2001-09-12,306.841
2001-09-13,307.114
2001-09-14,306.606
2001-09-15,306.107
2001-09-16,304.957
2001-09-17,303.665
2001-09-18,302.104
2001-09-19,300.902
2001-09-20,300.369
2001-09-21,296.679
2001-09-22,298.104
2001-09-23,303.776
2001-09-24,305.002
2001-09-25,304.937
2001-09-26,301.985
2001-09-27,299.075
2001-09-28,301.641
2001-09-29,299.744
2001-09-30,300.894
2001-10-01,304.001
2001-10-02,302.848
2001-10-03,304.199
2001-10-04,304.022
2001-10-05,303.644
2001-10-06,302.145
2001-10-07,304.057
2001-10-08,301.738
2001-10-09,298.968
2001-10-10,293.947
2001-10-11,294.456
2001-10-12,294.738
2001-10-13,297.902
2001-10-14,295.239
2001-10-15,295.974
2001-10-16,297.535
2001-10-17,299.165
2001-10-18,294.71
2001-10-19,290.772
2001-10-20,295.962
2001-10-21,297.915
2001-10-22,299.445
2001-10-23,296.733
2001-10-24,293.517
2001-10-25,290.498
2001-10-26,294.926
2001-10-27,298.146
2001-10-28,298.318
2001-10-29,298.423
2001-10-30,298.169
2001-10-31,296.757
2001-11-01,296.594
2001-11-02,295.176
2001-11-03,296.203
2001-11-04,296.345
2001-11-05,292.973
2001-11-06,288.384
2001-11-07,288.719
2001-11-08,287.841
2001-11-09,290.618
2001-11-10,290.214
2001-11-11,292.414
2001-11-12,295.168
2001-11-13,294.602
2001-11-14,297.431
2001-11-15,298.603
2001-11-16,298.429
2001-11-17,295.878
2001-11-18,293.664
2001-11-19,285.976
2001-11-20,290.442
2001-11-21,295.75
2001-11-22,296.776
2001-11-23,299.153
2001-11-24,295.531
2001-11-25,294.395
2001-11-26,294.113
2001-11-27,289.84
2001-11-28,286.12
2001-11-29,284.578
2001-11-30,286.49
2001-12-01,290.988
2001-12-02,292.978
2001-12-03,287.417
2001-12-04,285.957
2001-12-05,283.118
2001-12-06,279.898
2001-12-07,281.579
2001-12-08,288.352
2001-12-09,287.911
2001-12-10,286.173
2001-12-11,286.549
2001-12-12,284.96
2001-12-13,288.179
2001-12-14,285.681
2001-12-15,282.161
2001-12-16,279.371
2001-12-17,282.755
2001-12-18,289.055
2001-12-19,284.343
2001-12-20,287.788
2001-12-21,285.354
2001-12-22,286.493
2001-12-23,287.142
2001-12-24,287.007
2001-12-25,288.297
2001-12-26,291.461
2001-12-27,290.421
2001-12-28,287.092
2001-12-29,285.515
2001-12-30,290.756
2001-12-31,294.011
2002-01-01,293.528
2002-01-02,291.563
2002-01-03,288.238
2002-01-04,287.549
2002-01-05,289.394
2002-01-06,289.479
2002-01-07,288.124
2002-01-08,287.535
2002-01-09,289.508
2002-01-10,291.469
2002-01-11,291.705
2002-01-12,291.48
2002-01-13,290.314
2002-01-14,290.711
2002-01-15,288.473
2002-01-16,288.26
2002-01-17,291.632
2002-01-18,293.461
2002-01-19,294.874
2002-01-20,294.616
2002-01-21,294.005
2002-01-22,291.897
2002-01-23,293.448
2002-01-24,293.972
2002-01-25,295.509
2002-01-26,295.411
2002-01-27,291.23
2002-01-28,293.658
2002-01-29,295.748
2002-01-30,294.659
2002-01-31,291.761
2002-02-01,287.01
2002-02-02,287.55
2002-02-03,293.923
2002-02-04,293.802
2002-02-05,292.29
2002-02-06,295.264
2002-02-07,296.961
2002-02-08,293.791
2002-02-09,291.851
2002-02-10,289.609
2002-02-11,284.023
2002-02-12,275.88
2002-02-13,277.302
2002-02-14,278.137
2002-02-15,282.664
2002-02-16,280.547
2002-02-17,283.859
2002-02-18,283.229
2002-02-19,288.439
2002-02-20,287.235
2002-02-21,289.464
2002-02-22,293.712
2002-02-23,291.912
2002-02-24,286.992
2002-02-25,292.01
2002-02-26,291.004
2002-02-27,287.271
2002-02-28,288.172
2002-03-01,289.445
2002-03-02,284.403
2002-03-03,286.945
2002-03-04,289.235
2002-03-05,283.675
2002-03-06,285.773
2002-03-07,288.497
2002-03-08,288.191
2002-03-09,287.482
2002-03-10,289.026
2002-03-11,288.345
2002-03-12,287.803
2002-03-13,289.923
2002-03-14,290.04
2002-03-15,293.573
2002-03-16,292.14
2002-03-17,289.214
2002-03-18,289.826
2002-03-19,289.556
2002-03-20,286.307
2002-03-21,287.615
2002-03-22,294.908
2002-03-23,293.95
2002-03-24,295.013
2002-03-25,292.858
2002-03-26,279.619
2002-03-27,293.201
2002-03-28,292.113
2002-03-29,288.432
2002-03-30,285.261
2002-03-31,288.061
2002-04-01,291.637
2002-04-02,294.008
2002-04-03,293.696
2002-04-04,292.059
2002-04-05,292.492
2002-04-06,293.772
2002-04-07,292.933
2002-04-08,294.454
2002-04-09,294.594
2002-04-10,295.535
2002-04-11,294.769
2002-04-12,295.522
2002-04-13,297.549
2002-04-14,299.821
2002-04-15,299.816
2002-04-16,299.2
2002-04-17,291.638
2002-04-18,296.043
2002-04-19,297.074
2002-04-20,298.809
2002-04-21,298.978
2002-04-22,297.796
2002-04-23,296.599
2002-04-24,298.346
2002-04-25,297.642
2002-04-26,300.006
2002-04-27,304.111
2002-04-28,303.306
2002-04-29,303.11
2002-04-30,301.91
2002-05-01,301.253
2002-05-02,301.006
2002-05-03,299.5
2002-05-04,298.157
2002-05-05,296.53
2002-05-06,295.774
2002-05-07,295.808
2002-05-08,296.676
2002-05-09,295.407
2002-05-10,297.588
2002-05-11,301.376
2002-05-12,304.807
2002-05-13,304.113
2002-05-14,303.677
2002-05-15,305.153
2002-05-16,304.191
2002-05-17,301.205
2002-05-18,302.104
2002-05-19,303.702
2002-05-20,305.272
2002-05-21,307.145
2002-05-22,307.914
2002-05-23,309.509
2002-05-24,307.307
2002-05-25,304.011
2002-05-26,304.991
2002-05-27,304.142
2002-05-28,302.701
2002-05-29,300.07
2002-05-30,300.152
2002-05-31,300.575
2002-06-01,302.605
2002-06-02,300.357
2002-06-03,301.159
2002-06-04,305.166
2002-06-05,306.33
2002-06-06,307.128
2002-06-07,306.366
2002-06-08,307.514
2002-06-09,306.908
2002-06-10,306.715
2002-06-11,305.878
2002-06-12,307.418
2002-06-13,308.616
2002-06-14,309.607
2002-06-15,310.098
2002-06-16,310.247
2002-06-17,304.61
2002-06-18,307.932
2002-06-19,311.573
2002-06-20,312.308
2002-06-21,310.545
2002-06-22,306.925
2002-06-23,306.415
2002-06-24,303.392
2002-06-25,300.087
2002-06-26,301.299
2002-06-27,302.66
2002-06-28,304.697
2002-06-29,307.854
2002-06-30,307.671
2002-07-01,309.144
2002-07-02,309.019
2002-07-03,307.719
2002-07-04,305.111
2002-07-05,306.724
2002-07-06,306.23
2002-07-07,307.775
2002-07-08,308.381
2002-07-09,304.27
2002-07-10,303.687
2002-07-11,306.703
2002-07-12,306.283
2002-07-13,298.194
2002-07-14,304.91
2002-07-15,303.836
2002-07-16,304.132
2002-07-17,305.576
2002-07-18,304.115
2002-07-19,303.505
2002-07-20,303.943
2002-07-21,305.488
2002-07-22,306.015
2002-07-23,304.627
2002-07-24,300.293
2002-07-25,300.419
2002-07-26,303.449
2002-07-27,306.721
2002-07-28,309.34
2002-07-29,309.737
2002-07-30,308.933
2002-07-31,308.54
2002-08-01,305.049
2002-08-02,303.177
2002-08-03,305.605
2002-08-04,306.162
2002-08-05,306.847
2002-08-06,304.511
2002-08-07,302.89
2002-08-08,303.007
2002-08-09,303.017
2002-08-10,301.21
2002-08-11,301.565
2002-08-12,300.764
2002-08-13,300.66
2002-08-14,302.443
2002-08-15,298.905
2002-08-16,302.833
2002-08-17,305.049
2002-08-18,306.057
2002-08-19,305.619
2002-08-20,307.495
2002-08-21,309.126
2002-08-22,307.975
2002-08-23,307.776
2002-08-24,307.674
2002-08-25,306.802
2002-08-26,306.75
2002-08-27,306.275
2002-08-28,305.585
2002-08-29,305.9
2002-08-30,306.057
2002-08-31,305.359
2002-09-01,303.006
2002-09-02,300.266
2002-09-03,304.014
2002-09-04,304.11
2002-09-05,303.113
2002-09-06,305.074
2002-09-07,304.599
2002-09-08,305.562
2002-09-09,306.008
2002-09-10,305.558
2002-09-11,305.667
2002-09-12,305.999
2002-09-13,307.644
2002-09-14,304.103
2002-09-15,303.01
2002-09-16,303.216
2002-09-17,303.167
2002-09-18,306.822
2002-09-19,307.03
2002-09-20,306.834
2002-09-21,303.741
2002-09-22,303.88
2002-09-23,305.781
2002-09-24,302.5
2002-09-25,297.641
2002-09-26,299.257
2002-09-27,301.178
2002-09-28,301.428
2002-09-29,303.106
2002-09-30,303.575
2002-10-01,303.572
2002-10-02,301.242
2002-10-03,301.195
2002-10-04,302.774
2002-10-05,303.16
2002-10-06,303.605
2002-10-07,303.825
2002-10-08,304.222
2002-10-09,306.742
2002-10-10,305.987
2002-10-11,303.782
2002-10-12,301.36
2002-10-13,300.022
2002-10-14,295.585
2002-10-15,299.42
2002-10-16,301.225
2002-10-17,299.34
2002-10-18,292.407
2002-10-19,297.794
2002-10-20,299.874
2002-10-21,297.6
2002-10-22,295.228
2002-10-23,296.415
2002-10-24,299.549
2002-10-25,300.603
2002-10-26,300.598
2002-10-27,299.956
2002-10-28,301.462
2002-10-29,300.252
2002-10-30,299.122
2002-10-31,297.816
2002-11-01,297.891
2002-11-02,298.258
2002-11-03,296.175
2002-11-04,297.321
2002-11-05,295.137
2002-11-06,291.192
2002-11-07,295.015
2002-11-08,291.844
2002-11-09,291.774
2002-11-10,294.419
2002-11-11,293.56
2002-11-12,292.136
2002-11-13,290.6
2002-11-14,288.764
2002-11-15,290.646
2002-11-16,292.296
2002-11-17,293.638
2002-11-18,293.944
2002-11-19,292.462
2002-11-20,293.333
2002-11-21,291.045
2002-11-22,285.476
2002-11-23,290.113
2002-11-24,291.972
2002-11-25,291.082
2002-11-26,288.616
2002-11-27,291.04
2002-11-28,293.208
2002-11-29,293.784
2002-11-30,291.767
2002-12-01,286.614
2002-12-02,285.635
2002-12-03,287.183
2002-12-04,285.783
2002-12-05,285.646
2002-12-06,286.116
2002-12-07,286.775
2002-12-08,285.11
2002-12-09,285.668
2002-12-10,288.708
2002-12-11,288.831
2002-12-12,289.401
2002-12-13,291.862
2002-12-14,289.396
2002-12-15,287.922
2002-12-16,284.449
2002-12-17,285.248
2002-12-18,290.342
2002-12-19,288.705
2002-12-20,291.493
2002-12-21,290.773
2002-12-22,289.018
2002-12-23,288.168
2002-12-24,289.596
2002-12-25,294.041
2002-12-26,294.847
2002-12-27,296.541
2002-12-28,294.497
2002-12-29,291.479
2002-12-30,287.107
2002-12-31,282.557
2003-01-01,281.903
2003-01-02,282.945
2003-01-03,278.757
2003-01-04,275.826
2003-01-05,280.833
2003-01-06,281.437
2003-01-07,282.991
2003-01-08,288.584
2003-01-09,287.299
2003-01-10,289.595
2003-01-11,286.952
2003-01-12,286.007
2003-01-13,287.035
2003-01-14,285.735
2003-01-15,284.017
2003-01-16,282.713
2003-01-17,281.202
2003-01-18,283.006
2003-01-19,284.98
2003-01-20,283.399
2003-01-21,281.499
2003-01-22,277.933
2003-01-23,284.197
2003-01-24,288.299
2003-01-25,287.199
2003-01-26,287.014
2003-01-27,284.581
2003-01-28,289.448
2003-01-29,292.544
2003-01-30,293.801
2003-01-31,290.909
2003-02-01,287.797
2003-02-02,285.924
2003-02-03,283.059
2003-02-04,283.622
2003-02-05,286.443
2003-02-06,286.679
2003-02-07,284.994
2003-02-08,282.219
2003-02-09,287.969
2003-02-10,288.823
2003-02-11,286.865
2003-02-12,286.064
2003-02-13,289.587
2003-02-14,292.947
2003-02-15,290.918
2003-02-16,290.207
2003-02-17,290.822
2003-02-18,288.007
2003-02-19,287.425
2003-02-20,286.414
2003-02-21,284.42
2003-02-22,288.54
2003-02-23,289.165
2003-02-24,289.234
2003-02-25,292.18
2003-02-26,290.437
2003-02-27,288.214
2003-02-28,293.687
2003-03-01,293.9
2003-03-02,288.743
2003-03-03,279.203
2003-03-04,283.283
2003-03-05,284.809
2003-03-06,286.509
2003-03-07,287.316
2003-03-08,283.553
2003-03-09,278.382
2003-03-10,281.151
2003-03-11,284.122
2003-03-12,286.368
2003-03-13,287.905
2003-03-14,286.538
2003-03-15,286.845
2003-03-16,289.645
2003-03-17,290.918
2003-03-18,290.867
2003-03-19,290.41
2003-03-20,289.284
2003-03-21,290.884
2003-03-22,293.972
2003-03-23,291.962
2003-03-24,287.882
2003-03-25,288.625
2003-03-26,291.072
2003-03-27,295.687
2003-03-28,297.098
2003-03-29,297.299
2003-03-30,295.497
2003-03-31,293.236
2003-04-01,292.744
2003-04-02,290.995
2003-04-03,293.493
2003-04-04,290.343
2003-04-05,289.048
2003-04-06,291.465
2003-04-07,295.551
2003-04-08,294.596
2003-04-09,292.251
2003-04-10,278.721
2003-04-11,277.447
2003-04-12,286.968
2003-04-13,291.452
2003-04-14,295.616
2003-04-15,297.942
2003-04-16,299.508
2003-04-17,298.017
2003-04-18,295.678
2003-04-19,289.794
2003-04-20,294.01
2003-04-21,296.903
2003-04-22,299.082
2003-04-23,297.985
2003-04-24,298.384
2003-04-25,296.926
2003-04-26,297.176
2003-04-27,296.185
2003-04-28,295.271
2003-04-29,292.422
2003-04-30,291.31
2003-05-01,293.541
2003-05-02,295.693
2003-05-03,300.327
2003-05-04,299.217
2003-05-05,298.991
2003-05-06,299.04
2003-05-07,298.092
2003-05-08,292.428
2003-05-09,290.831
2003-05-10,285.379
2003-05-11,291.873
2003-05-12,296.051
2003-05-13,296.593
2003-05-14,298.469
2003-05-15,298.059
2003-05-16,297.053
2003-05-17,297.586
2003-05-18,299.78
2003-05-19,301.989
2003-05-20,303.067
2003-05-21,303.159
2003-05-22,302.848
2003-05-23,302.409
2003-05-24,303.674
2003-05-25,303.093
2003-05-26,303.434
2003-05-27,304.045
2003-05-28,302.725
2003-05-29,302.0
2003-05-30,300.109
2003-05-31,302.288
2003-06-01,299.961
2003-06-02,298.643
2003-06-03,301.516
2003-06-04,302.532
2003-06-05,304.384
2003-06-06,298.391
2003-06-07,299.355
2003-06-08,302.69
2003-06-09,304.918
2003-06-10,307.003
2003-06-11,303.979
2003-06-12,302.916
2003-06-13,303.939
2003-06-14,305.215
2003-06-15,304.409
2003-06-16,307.013
2003-06-17,305.816
2003-06-18,304.468
2003-06-19,307.436
2003-06-20,308.006
2003-06-21,307.747
2003-06-22,308.061
2003-06-23,306.778
2003-06-24,309.008
2003-06-25,308.225
2003-06-26,308.637
2003-06-27,309.672
2003-06-28,310.305
2003-06-29,310.197
2003-06-30,307.062
2003-07-01,309.159
2003-07-02,309.192
2003-07-03,307.831
2003-07-04,307.425
2003-07-05,306.462
2003-07-06,298.012
2003-07-07,300.097
2003-07-08,300.886
2003-07-09,301.908
2003-07-10,303.609
2003-07-11,304.453
2003-07-12,307.436
2003-07-13,310.466
2003-07-14,310.648
2003-07-15,308.349
2003-07-16,307.457
2003-07-17,308.462
2003-07-18,310.629
2003-07-19,311.181
2003-07-20,310.218
2003-07-21,310.162
2003-07-22,309.72
2003-07-23,308.314
2003-07-24,309.387
2003-07-25,308.989
2003-07-26,308.285
2003-07-27,306.847
2003-07-28,305.875
2003-07-29,305.635
2003-07-30,304.562
2003-07-31,307.725
2003-08-01,307.324
2003-08-02,307.663
2003-08-03,307.849
2003-08-04,308.538
2003-08-05,307.414
2003-08-06,307.131
2003-08-07,306.573
2003-08-08,305.668
2003-08-09,305.999
2003-08-10,306.346
2003-08-11,303.73
2003-08-12,303.879
2003-08-13,303.551
2003-08-14,307.082
2003-08-15,304.177
2003-08-16,306.466
2003-08-17,308.285
2003-08-18,306.996
2003-08-19,307.002
2003-08-20,306.841
2003-08-21,305.027
2003-08-22,304.768
2003-08-23,306.229
2003-08-24,305.172
2003-08-25,309.888
2003-08-26,309.03
2003-08-27,311.088
2003-08-28,309.296
2003-08-29,308.367
2003-08-30,307.536
2003-08-31,308.156
2003-09-01,308.689
2003-09-02,308.297
2003-09-03,307.034
2003-09-04,308.113
2003-09-05,308.754
2003-09-06,308.358
2003-09-07,309.035
2003-09-08,308.047
2003-09-09,308.102
2003-09-10,304.198
2003-09-11,304.47
2003-09-12,304.081
2003-09-13,306.703
2003-09-14,307.256
2003-09-15,307.479
2003-09-16,306.691
